values,attributes,fetal_health
0.8,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.2,mean_value_of_short_term_variability,1.0
1.2,mean_value_of_short_term_variability,1.0
1.6,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,2.0
0.9,mean_value_of_short_term_variability,2.0
1.1,mean_value_of_short_term_variability,2.0
1.3,mean_value_of_short_term_variability,2.0
2.6,mean_value_of_short_term_variability,2.0
2.9,mean_value_of_short_term_variability,2.0
1.3,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,2.0
0.4,mean_value_of_short_term_variability,2.0
0.5,mean_value_of_short_term_variability,2.0
0.3,mean_value_of_short_term_variability,2.0
0.3,mean_value_of_short_term_variability,2.0
0.3,mean_value_of_short_term_variability,2.0
0.5,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,1.0
0.5,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,1.0
1.9,mean_value_of_short_term_variability,1.0
0.5,mean_value_of_short_term_variability,1.0
0.5,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,1.0
2.2,mean_value_of_short_term_variability,1.0
1.8,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.4,mean_value_of_short_term_variability,1.0
0.3,mean_value_of_short_term_variability,2.0
0.5,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,2.0
0.3,mean_value_of_short_term_variability,3.0
0.3,mean_value_of_short_term_variability,3.0
0.3,mean_value_of_short_term_variability,3.0
0.4,mean_value_of_short_term_variability,3.0
0.4,mean_value_of_short_term_variability,3.0
0.4,mean_value_of_short_term_variability,3.0
0.4,mean_value_of_short_term_variability,3.0
0.4,mean_value_of_short_term_variability,3.0
0.3,mean_value_of_short_term_variability,3.0
0.3,mean_value_of_short_term_variability,3.0
0.5,mean_value_of_short_term_variability,2.0
0.4,mean_value_of_short_term_variability,2.0
0.5,mean_value_of_short_term_variability,2.0
0.5,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,2.0
0.5,mean_value_of_short_term_variability,2.0
0.8,mean_value_of_short_term_variability,2.0
0.9,mean_value_of_short_term_variability,2.0
0.6,mean_value_of_short_term_variability,2.0
0.4,mean_value_of_short_term_variability,2.0
1.2,mean_value_of_short_term_variability,1.0
1.2,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.2,mean_value_of_short_term_variability,1.0
2.4,mean_value_of_short_term_variability,1.0
2.7,mean_value_of_short_term_variability,1.0
2.1,mean_value_of_short_term_variability,1.0
1.8,mean_value_of_short_term_variability,1.0
2.2,mean_value_of_short_term_variability,1.0
1.4,mean_value_of_short_term_variability,1.0
2.4,mean_value_of_short_term_variability,1.0
2.1,mean_value_of_short_term_variability,1.0
2.6,mean_value_of_short_term_variability,1.0
2.1,mean_value_of_short_term_variability,1.0
3.7,mean_value_of_short_term_variability,1.0
3.2,mean_value_of_short_term_variability,1.0
1.9,mean_value_of_short_term_variability,1.0
2.1,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,1.0
1.2,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,2.0
1.0,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.5,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
1.9,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,1.0
2.3,mean_value_of_short_term_variability,1.0
3.1,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,2.0
0.5,mean_value_of_short_term_variability,2.0
1.0,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,2.0
0.5,mean_value_of_short_term_variability,2.0
0.5,mean_value_of_short_term_variability,2.0
0.8,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,2.0
0.8,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.4,mean_value_of_short_term_variability,2.0
0.3,mean_value_of_short_term_variability,2.0
0.4,mean_value_of_short_term_variability,2.0
0.5,mean_value_of_short_term_variability,2.0
0.5,mean_value_of_short_term_variability,1.0
0.4,mean_value_of_short_term_variability,2.0
0.5,mean_value_of_short_term_variability,2.0
5.7,mean_value_of_short_term_variability,1.0
4.9,mean_value_of_short_term_variability,1.0
5.0,mean_value_of_short_term_variability,1.0
4.0,mean_value_of_short_term_variability,1.0
5.4,mean_value_of_short_term_variability,1.0
3.5,mean_value_of_short_term_variability,1.0
2.9,mean_value_of_short_term_variability,1.0
2.5,mean_value_of_short_term_variability,1.0
2.8,mean_value_of_short_term_variability,1.0
1.8,mean_value_of_short_term_variability,1.0
2.8,mean_value_of_short_term_variability,1.0
2.1,mean_value_of_short_term_variability,1.0
3.1,mean_value_of_short_term_variability,1.0
3.4,mean_value_of_short_term_variability,1.0
2.8,mean_value_of_short_term_variability,1.0
2.5,mean_value_of_short_term_variability,1.0
1.9,mean_value_of_short_term_variability,1.0
2.4,mean_value_of_short_term_variability,1.0
3.4,mean_value_of_short_term_variability,1.0
2.7,mean_value_of_short_term_variability,1.0
3.8,mean_value_of_short_term_variability,1.0
3.8,mean_value_of_short_term_variability,1.0
4.1,mean_value_of_short_term_variability,1.0
4.9,mean_value_of_short_term_variability,1.0
2.6,mean_value_of_short_term_variability,1.0
2.6,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,1.0
1.5,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.7,mean_value_of_short_term_variability,1.0
1.5,mean_value_of_short_term_variability,1.0
1.6,mean_value_of_short_term_variability,1.0
1.5,mean_value_of_short_term_variability,1.0
0.5,mean_value_of_short_term_variability,1.0
0.4,mean_value_of_short_term_variability,2.0
0.4,mean_value_of_short_term_variability,3.0
0.5,mean_value_of_short_term_variability,3.0
0.5,mean_value_of_short_term_variability,2.0
0.6,mean_value_of_short_term_variability,2.0
0.6,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,2.0
0.8,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
1.6,mean_value_of_short_term_variability,1.0
1.4,mean_value_of_short_term_variability,1.0
1.8,mean_value_of_short_term_variability,1.0
1.7,mean_value_of_short_term_variability,1.0
1.6,mean_value_of_short_term_variability,1.0
1.9,mean_value_of_short_term_variability,1.0
1.9,mean_value_of_short_term_variability,1.0
2.0,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
2.9,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,1.0
1.2,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
3.1,mean_value_of_short_term_variability,1.0
2.5,mean_value_of_short_term_variability,1.0
2.8,mean_value_of_short_term_variability,1.0
2.5,mean_value_of_short_term_variability,1.0
2.4,mean_value_of_short_term_variability,1.0
1.5,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
2.7,mean_value_of_short_term_variability,1.0
2.2,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,2.0
0.8,mean_value_of_short_term_variability,2.0
0.5,mean_value_of_short_term_variability,2.0
1.1,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
1.2,mean_value_of_short_term_variability,1.0
1.2,mean_value_of_short_term_variability,1.0
2.3,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
0.3,mean_value_of_short_term_variability,3.0
0.2,mean_value_of_short_term_variability,3.0
0.6,mean_value_of_short_term_variability,2.0
0.3,mean_value_of_short_term_variability,2.0
0.3,mean_value_of_short_term_variability,2.0
0.3,mean_value_of_short_term_variability,2.0
0.3,mean_value_of_short_term_variability,3.0
0.3,mean_value_of_short_term_variability,3.0
0.3,mean_value_of_short_term_variability,3.0
0.3,mean_value_of_short_term_variability,3.0
0.3,mean_value_of_short_term_variability,3.0
1.6,mean_value_of_short_term_variability,1.0
1.6,mean_value_of_short_term_variability,1.0
1.4,mean_value_of_short_term_variability,1.0
1.2,mean_value_of_short_term_variability,1.0
1.4,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
6.3,mean_value_of_short_term_variability,2.0
1.4,mean_value_of_short_term_variability,2.0
1.3,mean_value_of_short_term_variability,2.0
1.0,mean_value_of_short_term_variability,2.0
1.0,mean_value_of_short_term_variability,2.0
0.5,mean_value_of_short_term_variability,2.0
0.4,mean_value_of_short_term_variability,2.0
1.1,mean_value_of_short_term_variability,2.0
0.9,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.5,mean_value_of_short_term_variability,2.0
1.3,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.4,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,1.0
1.4,mean_value_of_short_term_variability,1.0
1.2,mean_value_of_short_term_variability,1.0
1.2,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,1.0
2.9,mean_value_of_short_term_variability,1.0
2.7,mean_value_of_short_term_variability,3.0
2.3,mean_value_of_short_term_variability,3.0
1.5,mean_value_of_short_term_variability,1.0
1.6,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.6,mean_value_of_short_term_variability,1.0
1.6,mean_value_of_short_term_variability,1.0
2.3,mean_value_of_short_term_variability,2.0
2.7,mean_value_of_short_term_variability,3.0
1.7,mean_value_of_short_term_variability,1.0
2.1,mean_value_of_short_term_variability,1.0
1.7,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.9,mean_value_of_short_term_variability,1.0
1.6,mean_value_of_short_term_variability,1.0
2.0,mean_value_of_short_term_variability,3.0
2.2,mean_value_of_short_term_variability,3.0
1.9,mean_value_of_short_term_variability,2.0
2.2,mean_value_of_short_term_variability,3.0
1.9,mean_value_of_short_term_variability,3.0
0.3,mean_value_of_short_term_variability,3.0
0.3,mean_value_of_short_term_variability,3.0
0.3,mean_value_of_short_term_variability,3.0
0.7,mean_value_of_short_term_variability,2.0
0.4,mean_value_of_short_term_variability,3.0
0.6,mean_value_of_short_term_variability,1.0
0.5,mean_value_of_short_term_variability,1.0
0.5,mean_value_of_short_term_variability,1.0
0.5,mean_value_of_short_term_variability,1.0
2.1,mean_value_of_short_term_variability,1.0
1.7,mean_value_of_short_term_variability,1.0
1.4,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,1.0
0.5,mean_value_of_short_term_variability,1.0
0.4,mean_value_of_short_term_variability,2.0
0.7,mean_value_of_short_term_variability,1.0
0.4,mean_value_of_short_term_variability,2.0
0.4,mean_value_of_short_term_variability,3.0
0.3,mean_value_of_short_term_variability,2.0
0.3,mean_value_of_short_term_variability,2.0
0.6,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,2.0
0.6,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
1.4,mean_value_of_short_term_variability,1.0
1.4,mean_value_of_short_term_variability,1.0
2.1,mean_value_of_short_term_variability,1.0
1.5,mean_value_of_short_term_variability,1.0
2.2,mean_value_of_short_term_variability,1.0
1.9,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.4,mean_value_of_short_term_variability,2.0
3.1,mean_value_of_short_term_variability,1.0
4.5,mean_value_of_short_term_variability,1.0
3.6,mean_value_of_short_term_variability,1.0
2.7,mean_value_of_short_term_variability,1.0
3.1,mean_value_of_short_term_variability,1.0
0.2,mean_value_of_short_term_variability,2.0
0.2,mean_value_of_short_term_variability,3.0
0.2,mean_value_of_short_term_variability,3.0
0.2,mean_value_of_short_term_variability,3.0
0.5,mean_value_of_short_term_variability,1.0
0.5,mean_value_of_short_term_variability,1.0
0.4,mean_value_of_short_term_variability,1.0
0.4,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,1.0
0.4,mean_value_of_short_term_variability,2.0
0.4,mean_value_of_short_term_variability,1.0
0.4,mean_value_of_short_term_variability,1.0
0.3,mean_value_of_short_term_variability,2.0
0.9,mean_value_of_short_term_variability,1.0
0.4,mean_value_of_short_term_variability,2.0
0.2,mean_value_of_short_term_variability,2.0
0.4,mean_value_of_short_term_variability,2.0
0.4,mean_value_of_short_term_variability,3.0
0.3,mean_value_of_short_term_variability,3.0
0.2,mean_value_of_short_term_variability,3.0
0.2,mean_value_of_short_term_variability,3.0
0.2,mean_value_of_short_term_variability,3.0
0.4,mean_value_of_short_term_variability,2.0
0.2,mean_value_of_short_term_variability,3.0
0.3,mean_value_of_short_term_variability,2.0
0.2,mean_value_of_short_term_variability,2.0
0.2,mean_value_of_short_term_variability,2.0
0.2,mean_value_of_short_term_variability,2.0
0.2,mean_value_of_short_term_variability,2.0
0.2,mean_value_of_short_term_variability,2.0
0.3,mean_value_of_short_term_variability,2.0
0.2,mean_value_of_short_term_variability,2.0
0.2,mean_value_of_short_term_variability,2.0
0.4,mean_value_of_short_term_variability,2.0
0.3,mean_value_of_short_term_variability,2.0
0.7,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
0.4,mean_value_of_short_term_variability,2.0
0.4,mean_value_of_short_term_variability,2.0
0.4,mean_value_of_short_term_variability,2.0
0.4,mean_value_of_short_term_variability,2.0
0.3,mean_value_of_short_term_variability,2.0
0.4,mean_value_of_short_term_variability,2.0
0.4,mean_value_of_short_term_variability,2.0
1.9,mean_value_of_short_term_variability,1.0
1.7,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,1.0
0.5,mean_value_of_short_term_variability,1.0
0.5,mean_value_of_short_term_variability,2.0
1.0,mean_value_of_short_term_variability,1.0
0.4,mean_value_of_short_term_variability,2.0
0.7,mean_value_of_short_term_variability,2.0
1.3,mean_value_of_short_term_variability,1.0
1.2,mean_value_of_short_term_variability,1.0
1.5,mean_value_of_short_term_variability,1.0
1.6,mean_value_of_short_term_variability,1.0
1.4,mean_value_of_short_term_variability,1.0
1.4,mean_value_of_short_term_variability,1.0
0.4,mean_value_of_short_term_variability,2.0
0.5,mean_value_of_short_term_variability,1.0
0.4,mean_value_of_short_term_variability,2.0
0.4,mean_value_of_short_term_variability,2.0
0.4,mean_value_of_short_term_variability,2.0
0.4,mean_value_of_short_term_variability,2.0
0.4,mean_value_of_short_term_variability,3.0
0.4,mean_value_of_short_term_variability,3.0
0.4,mean_value_of_short_term_variability,2.0
0.5,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,1.0
0.5,mean_value_of_short_term_variability,2.0
0.5,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,1.0
0.5,mean_value_of_short_term_variability,2.0
0.6,mean_value_of_short_term_variability,1.0
0.5,mean_value_of_short_term_variability,1.0
2.4,mean_value_of_short_term_variability,1.0
3.3,mean_value_of_short_term_variability,1.0
2.6,mean_value_of_short_term_variability,1.0
2.2,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,2.0
0.7,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,2.0
0.6,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,1.0
0.5,mean_value_of_short_term_variability,1.0
0.5,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,1.0
0.6,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,1.0
1.2,mean_value_of_short_term_variability,1.0
1.4,mean_value_of_short_term_variability,1.0
1.6,mean_value_of_short_term_variability,1.0
1.8,mean_value_of_short_term_variability,1.0
1.5,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,1.0
1.2,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
3.4,mean_value_of_short_term_variability,1.0
2.5,mean_value_of_short_term_variability,1.0
1.5,mean_value_of_short_term_variability,1.0
0.7,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
1.2,mean_value_of_short_term_variability,1.0
1.6,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
1.2,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.2,mean_value_of_short_term_variability,1.0
1.7,mean_value_of_short_term_variability,1.0
1.4,mean_value_of_short_term_variability,1.0
1.5,mean_value_of_short_term_variability,1.0
1.4,mean_value_of_short_term_variability,1.0
1.2,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
1.5,mean_value_of_short_term_variability,1.0
1.8,mean_value_of_short_term_variability,1.0
1.2,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,1.0
0.4,mean_value_of_short_term_variability,2.0
0.5,mean_value_of_short_term_variability,2.0
0.7,mean_value_of_short_term_variability,1.0
0.5,mean_value_of_short_term_variability,1.0
2.3,mean_value_of_short_term_variability,3.0
1.0,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.4,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,1.0
1.2,mean_value_of_short_term_variability,1.0
1.2,mean_value_of_short_term_variability,1.0
1.2,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.2,mean_value_of_short_term_variability,1.0
2.6,mean_value_of_short_term_variability,1.0
2.7,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.4,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.8,mean_value_of_short_term_variability,1.0
1.6,mean_value_of_short_term_variability,1.0
1.7,mean_value_of_short_term_variability,1.0
1.7,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
2.1,mean_value_of_short_term_variability,1.0
2.4,mean_value_of_short_term_variability,1.0
1.8,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
2.2,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,1.0
1.9,mean_value_of_short_term_variability,1.0
1.7,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.4,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.5,mean_value_of_short_term_variability,1.0
1.4,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.4,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.2,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,1.0
1.5,mean_value_of_short_term_variability,1.0
1.5,mean_value_of_short_term_variability,1.0
1.5,mean_value_of_short_term_variability,1.0
1.5,mean_value_of_short_term_variability,1.0
1.6,mean_value_of_short_term_variability,1.0
1.5,mean_value_of_short_term_variability,1.0
1.5,mean_value_of_short_term_variability,1.0
1.6,mean_value_of_short_term_variability,1.0
1.6,mean_value_of_short_term_variability,1.0
2.7,mean_value_of_short_term_variability,1.0
3.0,mean_value_of_short_term_variability,1.0
3.2,mean_value_of_short_term_variability,1.0
2.1,mean_value_of_short_term_variability,1.0
3.6,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.4,mean_value_of_short_term_variability,1.0
1.4,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.6,mean_value_of_short_term_variability,1.0
1.8,mean_value_of_short_term_variability,1.0
1.5,mean_value_of_short_term_variability,1.0
1.7,mean_value_of_short_term_variability,1.0
2.5,mean_value_of_short_term_variability,1.0
2.5,mean_value_of_short_term_variability,1.0
1.5,mean_value_of_short_term_variability,1.0
1.6,mean_value_of_short_term_variability,1.0
2.4,mean_value_of_short_term_variability,1.0
2.3,mean_value_of_short_term_variability,1.0
1.5,mean_value_of_short_term_variability,1.0
1.5,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
0.8,mean_value_of_short_term_variability,1.0
0.9,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
1.2,mean_value_of_short_term_variability,1.0
1.3,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
1.4,mean_value_of_short_term_variability,1.0
1.1,mean_value_of_short_term_variability,1.0
2.1,mean_value_of_short_term_variability,1.0
2.2,mean_value_of_short_term_variability,1.0
2.5,mean_value_of_short_term_variability,1.0
2.2,mean_value_of_short_term_variability,1.0
2.8,mean_value_of_short_term_variability,1.0
2.8,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
1.0,mean_value_of_short_term_variability,1.0
2.3,mean_value_of_short_term_variability,1.0
2.3,mean_value_of_short_term_variability,1.0
